Foo gwai lit che                    (1986, Action, Comedy, Western       Sammo Kam-Bo Hung             Sammo Kam-Bo Hung, Biao Yue...]
Volverás                            (2002, Drama                         Antonio Chavarrías            Tristán Ulloa, Unax Ugalde,...]
Go West                             (2005, Comedy, Drama, War            Ahmed Imamovic                Mario Drmac, Tarik Filipovi...]
Moo-seo-woon I-ya-gi                (2012, Horror                        Ji-Yeong Hong, Beom-sik Jeong Soo-bin Bae, Jung Won Cha, ...]
O Delfim                            (2002, Drama                         Fernando Lopes                Rogério Samora, Alexandra L...]
Elaan                               (2005, Action, Thriller              Vikram Bhatt                  Arjun Rampal, Ameesha Patel...]
The Book of Henry                   (2017, Crime, Drama, Thriller        Colin Trevorrow               Naomi Watts, Jaeden Martell...]
Varn!ng för Jönssonligan            (1981, Comedy, Crime                 Jonas Cornell                 Gösta Ekman, Ulf Brunnberg,...]
On the Avenue                       (1937, Musical, Comedy, Romance      Roy Del Ruth                  Dick Powell, Madeleine Carr...]
Cameron's Closet                    (1988, Horror, Sci-Fi                Armand Mastroianni            Cotter Smith, Mel Harris, S...]
Fatal Rescue                        (2009, Action, Drama, Romance        Stephen Manuel                Steve Guttenberg, Aislinn S...]
Fogbound                            (2002, Drama, Thriller               Ate de Jong                   Luke Perry, Ben Daniels, Or...]
Deep Jweley Jai                     (1959, Drama, Romance                Asit Sen                      Suchitra Sen, Tulsi Chakrab...]
SuckSeed: Huay Khan Thep            (2011, Comedy, Music, Romance        Chayanop Boonprakob           Jirayu La-ongmanee, Pachara...]
If You Could See What I Hear        (1982, Biography, Comedy, Drama      Eric Till                     Marc Singer, R.H. Thomson, ...]
Devojacki most                      (1976, Drama, History, War           Miomir 'Miki' Stamenkovic     Zarko Radic, Dragan Nikolic...]
Rocco e i suoi fratelli             (1960, Crime, Drama, Sport           Luchino Visconti              Alain Delon, Renato Salvato...]
Let's Go Native                     (1930, Comedy, Musical               Leo McCarey                   Jack Oakie, Jeanette MacDon...]
Wintertime                          (1943, Comedy, Musical, Romance      John Brahm                    Sonja Henie, Jack Oakie, Ce...]
Sheng xia guang nian                (2006, Drama, Romance                Leste Chen                    Hsiao-chuan Chang, Ray Chan...]
Medium Cool                         (1969, Drama                         Haskell Wexler                Robert Forster, Verna Bloom...]
Woosang                             (2019, Crime, Thriller               Su-jin Lee                    Kyung-gu Sol, Woo-hee Chun,...]
Nightmare Alley                     (1947, Drama, Film-Noir              Edmund Goulding               Tyrone Power, Joan Blondell...]
Die toten Augen von London          (1961, Crime, Horror, Mystery        Alfred Vohrer                 Joachim Fuchsberger, Karin ...]
Tarkan: Güçlü Kahraman              (1973, Action, Adventure, History    Mehmet Aslan                  Kartal Tibet, Hakki Kosar, ...]
CLONED: The Recreator Chronicles    (2012, Sci-Fi, Thriller              Gregory Orr                   Stella Maeve, Alexander Nif...]
The Dukes                           (2007, Comedy, Crime, Drama          Robert Davi                   Chazz Palminteri, Robert Da...]
Una vita tranquilla                 (2010, Crime, Drama                  Claudio Cupellini             Toni Servillo, Marco D'Amor...]
El arca                             (2007, Animation, Adventure, Comedy  Juan Pablo Buscarini          Juan Carlos Mesa, Jorge Gui...]
Boca do Lixo                        (2010, Action, Crime, Drama          Flavio Frederico              Daniel de Oliveira, Hermila...]
Bist                                (2009, Drama                         Abdolreza Kahani              Parviz Parastui, Mahtab Ker...]
Maria Full of Grace                 (2004, Crime, Drama                  Joshua Marston                Catalina Sandino Moreno, Vi...]
Love Before Breakfast               (1936, Comedy                        Walter Lang                   Carole Lombard, Preston Fos...]
La balsa de piedra                  (2002, Drama, Fantasy                George Sluizer                Federico Luppi, Icíar Bolla...]
Thegidi                             (2014, Crime, Mystery, Thriller      P. Ramesh                     Ashok Selvan, Janani Iyer, ...]
Saw III                             (2006, Horror, Mystery, Thriller     Darren Lynn Bousman           Tobin Bell, Shawnee Smith, ...]
Dil Tera Diwana                     (1996, Drama                         Lawrence D'Souza              Saif Ali Khan, Twinkle Khan...]
Phantom Boy                         (2015, Animation, Action, Adventure  Jean-Loup Felicioli, Alain ...Edouard Baer, Jean-Pierre M...]
Florentina Hubaldo, CTE             (2012, Drama                         Lav Diaz                      Hazel Orencio, Kristine Kin...]
Mariachi Gringo                     (2012, Comedy, Romance               Tom Gustafson                 Shawn Ashmore, Martha Higar...]
The Ultimate Weapon                 (1998, Action                        Jon Cassar                    Hulk Hogan, Carl Marotte, C...]
Gut zu Vögeln                       (2016, Comedy, Romance               Mira Thiel                    Anja Knauer, Max von Thun, ...]
The Trials of Cate McCall           (2013, Crime, Drama                  Karen Moncrieff               Kate Beckinsale, Nick Nolte...]
Dorogoy moy chelovek                (1958, Drama, Romance, War           Iosif Kheifits                Aleksey Batalov, Inna Makar...]
El fantástico mundo de Juan Orol    (2012, Biography, Comedy, Drama      Sebastian del Amo             Roberto Sosa, Juan Manuel B...]
Hoje Eu Quero Voltar Sozinho        (2014, Drama, Romance                Daniel Ribeiro                Ghilherme Lobo, Fabio Audi,...]
Ammajan                             (1999, Action, Crime, Drama          Kazi Hayat                    Shabnam, Manna, Mousumi, Am...]
Duburys                             (2009, Drama                         Gytis Luksas                  Giedrius Kiela, Egle Mikuli...]
Bloodsucking Babes from Burbank     (2007, Horror                        Kirk Bowman                   Heidi Brucker, Danilo Manci...]
Julio y su ángel                    (1996, Drama, Family, Fantasy        Jorge Cervera Jr.             Renee Allma, Gloria Andrea,...]
Byomkesh O Chiriakhana              (2016, Thriller                      Anjan Dutt                    Jishu Sengupta, Saswata Cha...]
Outcast                             (2014, Action, Adventure, Drama      Nick Powell, Nick Powell      Alexandre Bailly, Bozhao Wa...]
Cremaster 5                         (1997, Musical, Drama                Matthew Barney                Ursula Andress, Matthew Bar...]
'Master Harold' ... And the Boys    (2010, Drama                         Lonny Price                   Ving Rhames, Freddie Highmo...]
Asylum of Darkness                  (2017, Horror                        Jay Woelfel                   Nick Baldasare, Richard Hat...]
Winds of the Wasteland              (1936, Comedy, Romance, Western      Mack V. Wright                John Wayne, Phyllis Fraser,...]
Diamond Zero                        (2005, Sci-Fi, Action, Comedy        David Gaz, Annelie Wilder     Bronson Pinchot, Tippi Hedr...]
Il miracolo                         (2003, Drama                         Edoardo Winspeare             Carlo Bruni, Stefania Casci...]
Die Fremde                          (2010, Drama                         Feo Aladag                    Sibel Kekilli, Nizam Schill...]
Fallen Stars                        (2017, Comedy, Drama                 Brian Jett                    Ryan O'Nan, Michelle Ang, L...]
Carambolages                        (1963, Comedy, Crime                 Marcel Bluwal                 Jean-Claude Brialy, Louis d...]
Tráfico                             (1998, Comedy                        João Botelho                  Joaquim Oliveira, Rita Blan...]
Edinstvennaya                       (1976, Drama                         Iosif Kheifits                Valeriy Zolotukhin, Elena P...]
Hollywood High Part II              (1981, Comedy                        Caruth C. Byrd, Lee Thornburg Nicole Scent, Brad Cowgill,...]
Maharshi                            (2019, Action, Drama                 Vamshi Paidipally             Mahesh Babu, Pooja Hegde, A...]
Les états-Unis d'Albert             (2005, Adventure, Comedy, Drama      André Forcier                 Éric Bruneau, Émilie Dequen...]
Modigliani                          (2004, Biography, Drama              Mick Davis                    Andy Garcia, Elsa Zylberste...]
Tommy Boy                           (1995, Adventure, Comedy             Peter Segal                   Chris Farley, David Spade, ...]
Qing tai                            (2008, Crime, Drama                  Chi-kin Kwok                  Shawn Yue, Bonnie Xian, Siu...]
